,_id,Namespace GID,_key,nid,lid,gid,var,sym,syn.0,syn.1,syn.2,logo,keyword.0,keyword.1,keyword.2,keyword.3,keyword.4,keyword.5,keyword.6,type-cast,type-custom,collection,instance,traversal,length.0,length.1,length.2,length.3,regex,deploy,level,label.ISO:639:3:eng,definition.ISO:639:3:eng,description.ISO:639:3:eng,note.ISO:639:3:eng,example.ISO:639:3:eng,class,store,instances.0,info.0,schema
,terms/:instance:edge:attribute,:instance:edge,:instance:edge:attribute,terms/:instance:edge,attribute,:instance:edge:attribute,kInstanceEdgeAttribute,,attribute,kInstanceEdgeAttribute,,,instance,edge,attribute,,,,,,,:collection:edges,,,,,,,,:state:application:default,,Toponyms attribute edge,A toponym attribute edge.,"This is a non branched toponym edge instance identified by the source, destination, predicate and attributes.",,,:class:edge:attribute,,:instance:instance,,
,terms/:instance:edge:branch,:instance:edge,:instance:edge:branch,terms/:instance:edge,branch,:instance:edge:branch,kInstanceEdgeBranch,,branch,kInstanceEdgeBranch,,,instance,edge,branch,,,,,,,:collection:edges,,,,,,,,:state:application:default,,Toponym branch edge,A toponym branch edge.,"This is a branched toponym edge instance identified by the source, destination and predicate, featuring a required branches list and eventual modifiers structures.",,,:class:edge:branch,,:instance:instance,,
,terms/:instance:link,:instance,:instance:link,terms/:instance,link,:instance:link,kInstanceLink,,link,kInstanceLink,,,instance,link,,,,,,,,:collection:links,,,,,,,,:state:application:default,,Data edge,A data edge.,"This is a non branched link edge instance identified by the source, destination and predicate.","This type of edge resides in the links collection, it relates data items among each other.",,:class:edge,,:instance:instance,,
,terms/:instance:link:attribute,:instance:link,:instance:link:attribute,terms/:instance:link,attribute,:instance:link:attribute,kInstanceLinkAttribute,,attribute,kInstanceLinkAttribute,,,instance,link,attribute,,,,,,,:collection:links,,,,,,,,:state:application:default,,Data attribute edge,A data attribute edge.,"This is a non branched link edge instance identified by the source, destination, predicate and attributes.",,,:class:edge:attribute,,:instance:instance,,
,terms/:instance:link:branch,:instance:link,:instance:link:branch,terms/:instance:link,branch,:instance:link:branch,kInstanceLinkBranch,,branch,kInstanceLinkBranch,,,instance,link,branch,,,,,,,:collection:links,,,,,,,,:state:application:default,,Data branch edge,A data branch edge.,"This is a branched link edge instance identified by the source, destination and predicate, featuring a required branches list and eventual modifiers structures.",,,:class:edge:branch,,:instance:instance,,
,terms/:instance:user,:instance,:instance:user,terms/:instance,user,:instance:user,kInstanceUser,,user,kInstanceUser,,,instance,user,,,,,,,,:collection:users,,,,,,,,:state:application:default,,User,A user object.,User records contain authentication and other user properties.,,,:class:user,,:instance:instance,,
,terms/:instance:group,:instance,:instance:group,terms/:instance,group,:instance:group,kInstanceGroup,,group,kInstanceGroup,,,instance,user,group,,,,,,,:collection:groups,,,,,,,,:state:application:default,,User group,A user group object.,User group records contain properties common to a set of users.,,,:class:user:group,,:instance:instance,,
,terms/:instance:log,:instance,:instance:log,terms/:instance,log,:instance:log,kInstanceLog,,log,kInstanceLog,,,instance,log,,,,,,,,:collection:logs,,,,,,,,:state:application:default,,Log,System log entries.,A system log entry is a record describing a system event.,,,:class:log,,:instance:instance,,
,terms/:instance:message,:instance,:instance:message,terms/:instance,message,:instance:message,kInstanceMessage,,message,kInstanceMessage,,,instance,message,,,,,,,,:collection:messages,,,,,,,,:state:application:default,,System message,A system message entry.,System messages are enumerated communication strings expressed in different languages.,,,:class:message,,:instance:instance,,
,terms/:instance:session,:instance,:instance:session,terms/:instance,session,:instance:session,kInstanceSession,,session,kInstanceSession,,,instance,session,,,,,,,,:collection:sessions,,,,,,,,:state:application:default,,User session,A user session object.,Sessions contain information regarding an open user session.,,,:class:session,,:instance:instance,,
,terms/:instance:setting,:instance,:instance:setting,terms/:instance,setting,:instance:setting,kInstanceSetting,,setting,kInstanceSetting,,,instance,settings,,,,,,,,:collection:settings,,,,,,,,:state:application:default,,Setting,A settings configuration.,Settings contain global configuration options.,,,:class:setting,,:instance:instance,,
,terms/:instance:study,:instance,:instance:study,terms/:instance,study,:instance:study,kInstanceStudy,,study,kInstanceStudy,,,instance,study,data,,,,,,,:collection:studies,,,,,,,,:state:application:default,,Study,A data study.,"A study is an entity collecting a series of documents, such as reports, datasets and questionnaires, associated with a distinct project or initiative in a specific time frame and region.",,,:class:study,,:instance:instance,,
,terms/:instance:annex,:instance,:instance:annex,terms/:instance,annex,:instance:annex,kInstanceAnnex,,annex,kInstanceAnnex,,,instance,annex,data,,,,,,,:collection:annexes,,,,,,,,:state:application:default,,Annex document,A data study annex document.,Annex documents are the collection of all documents comprising a study.,,,:class:annex,,:instance:instance,,
,terms/:instance:smart,:instance,:instance:smart,terms/:instance,smart,:instance:smart,kInstanceSmart,,smart,kInstanceSmart,,,instance,survey,SMART,,,,,,,:collection:smart,,,,,,,,:state:application:default,,SMART survey,A SMART survey data record.,SMART methodology survey dataset collection.,,,:class:smart,,:instance:instance,http://smartmethodology.org,
,terms/:type:collection,:type,:type:collection,terms/:type,collection,:type:collection,kTypeCollection,,collection,kTypeCollection,,,enumeration,type,collection,,,,,,,,,,,,,,,:state:application:default,,Collection type,Collection types.,This controlled vocabulary lists all collection kinds.,,,,,,,
,terms/:type:collection:document,:type:collection,:type:collection:document,terms/:type:collection,document,:type:collection:document,kTypeCollectionDocument,,document,kTypeCollectionDocument,,,type,collection,document,,,,,,,,,,,,,,,:state:application:default,,Document collection,Key/value document collection.,,,,,,,,
,terms/:type:collection:edge,:type:collection,:type:collection:edge,terms/:type:collection,edge,:type:collection:edge,kTypeCollectionEdge,,edge,kTypeCollectionEdge,,,kind,collection,edge,,,,,,,,,,,,,,,:state:application:default,,Edge collecton,Directed graph edge.,,,,,,,,
✔︎,terms/:enum:collection,:enum,:enum:collection,terms/:enum,collection,:enum:collection,kEnumCollection,,collection,kEnumCollection,,,enumeration,collection,,,,,,,,,,,,,,,,:state:application:default,,Collections,Data collections.,This <em>controlled vocabulary</em> contains the available list of <em>collections</em>. Collections <em>organise</em> all <em>data</em> into the <em>database</em>. Each collection contains a <em>predefined set of class instances</em>. The enumeration is divided into collection categories.,,,,,,,
,terms/:collection:terms,:collection,:collection:terms,terms/:collection,terms,:collection:terms,kCollectionTerms,,terms,kCollectionTerms,,,collection,term,,,,,,,,,,,,,,,,:state:application:default,,Terms,The collection that stores terms.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:descriptors,:collection,:collection:descriptors,terms/:collection,descriptors,:collection:descriptors,kCollectionDescriptors,,descriptors,kCollectionDescriptors,,,collection,descriptor,,,,,,,,,,,,,,,,:state:application:default,,Descriptors,This collection stores descriptors.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:toponyms,:collection,:collection:toponyms,terms/:collection,toponyms,:collection:toponyms,kCollectionToponyms,,toponyms,kCollectionToponyms,,,collection,toponym,,,,,,,,,,,,,,,,:state:application:default,,Geography,Geographic & administrative units and toponyms.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:shapes,:collection,:collection:shapes,terms/:collection,shapes,:collection:shapes,kCollectionShapes,,shapes,kCollectionShapes,,,collection,shape,,,,,,,,,,,,,,,,:state:application:default,,Shapes,Geographic & administrative geometries.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:users,:collection,:collection:users,terms/:collection,users,:collection:users,kCollectionUsers,,users,kCollectionUsers,,,collection,user,,,,,,,,,,,,,,,,:state:application:default,,Users,This collection stores user credentials and information.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:groups,:collection,:collection:groups,terms/:collection,groups,:collection:groups,kCollectionGroups,,groups,kCollectionGroups,,,collection,group,user,,,,,,,,,,,,,,,:state:application:default,,Groups,This collection stores user groups information.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:settings,:collection,:collection:settings,terms/:collection,settings,:collection:settings,kCollectionSettings,,settings,kCollectionSettings,,,collection,settings,,,,,,,,,,,,,,,,:state:application:default,,Settings,This collection stores system configurations and settings.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:logs,:collection,:collection:logs,terms/:collection,logs,:collection:logs,kCollectionLogs,,logs,kCollectionLogs,,,collection,log,,,,,,,,,,,,,,,,:state:application:default,,Logs,This collection stores user log information.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:messages,:collection,:collection:messages,terms/:collection,messages,:collection:messages,kCollectionMessages,,messages,kCollectionMessages,,,collection,message,,,,,,,,,,,,,,,,:state:application:default,,Messages,This collection stores all system messages in all languages.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:sessions,:collection,:collection:sessions,terms/:collection,sessions,:collection:sessions,kCollectionSessions,,sessions,kCollectionSessions,,,collection,session,,,,,,,,,,,,,,,,:state:application:default,,Sessions,This collection stores current user sessions.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:studies,:collection,:collection:studies,terms/:collection,studies,:collection:studies,kCollectionStudies,,studies,kCollectionStudies,,,collection,study,data,,,,,,,,,,,,,,,:state:application:default,,Studies,This collection stores data studies.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:annexes,:collection,:collection:annexes,terms/:collection,annexes,:collection:annexes,kCollectionAnnexes,,annexes,kCollectionAnnexes,,,collection,annex,document,,,,,,,,,,,,,,,:state:application:default,,Annexes,This collection stores data study annex documents.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:smart,:collection,:collection:smart,terms/:collection,smart,:collection:smart,kCollectionSmart,,smart,kCollectionSmart,,,collection,survey,SMART,,,,,,,,,,,,,,,:state:application:default,,SMART,This collection stores SMART surveys.,,,,,:type:collection:document,:instance:collection,,
,terms/:collection:schemas,:collection,:collection:schemas,terms/:collection,schemas,:collection:schemas,kCollectionSchemas,,schemas,kCollectionSchemas,,,collection,schema,dictionary,,,,,,,,,,,,,,,:state:application:default,,Schemas,This collection stores controlled vocabularies and structure schemas.,,,,,:type:collection:edge,:instance:collection,,
,terms/:collection:edges,:collection,:collection:edges,terms/:collection,edges,:collection:edges,kCollectionEdges,,edges,kCollectionEdges,,,collection,edge,geography,,,,,,,,,,,,,,,:state:application:default,,Edges,This collection stores relationships between objects other than controlled vocabularies and schemas.,,,,,:type:collection:edge,:instance:collection,,
,terms/:collection:links,:collection,:collection:links,terms/:collection,links,:collection:links,kCollectionLinks,,links,kCollectionLinks,,,collection,relationship,,,,,,,,,,,,,,,,:state:application:default,,Links,This collection stores data relationships.,"The collection stores all <em>directed graph edges</em> that <em>do not represent</em> data <em>dictionary</em>, and <em>geographic</em> element relationships.",,,,:type:collection:edge,:instance:collection,,
,terms/:collection:hierarchies,:collection,:collection:hierarchies,terms/:collection,hierarchies,:collection:hierarchies,kCollectionHierarchies,,hierarchies,kCollectionHierarchies,,,collection,hierarchy,,,,,,,,,,,,,,,,:state:application:default,,Hierarchies,This collection stores hierarchical relationships.,The collection stores all <em>directed graph edges</em> that represent <em>hierarchies</em> between <em>data dictionary elements</em>; this mostly concerns relationships between users and user groups.,,,,:type:collection:edge,:instance:collection,,
✔︎,terms/:kind:data,:kind,:kind:data,terms/:kind,data,:kind:data,kKindData,,data,kKindData,,,enumeration,kind,data,,,,,,,,,,,,,,,:state:application:default,,Data kind,Data scope.,"This <em>controlled vocabulary</em> contains all the <em>available data kinds</em> for <em>descriptors</em>, these classifications provide information on the <em>kind</em> of <em>data</em>.",,,,,,,
,terms/:kind:data:qualitative,:kind:data,:kind:data:qualitative,terms/:kind:data,qualitative,:kind:data:qualitative,kKindDataQualitative,,qualitative,kKindDataQualitative,,,kind,data,qualitative,,,,,,,,,,,,,,,:state:application:default,,Qualitative,Qualitative data.,"Data of this type does <em>not represent a quantity</em>, it is <em>descriptive</em> and <em>cannot be categorised</em>.",,,,,,,
,terms/:kind:data:categorical,:kind:data,:kind:data:categorical,terms/:kind:data,categorical,:kind:data:categorical,kKindDataCategorical,,categorical,kKindDataCategorical,,,kind,data,categorical,,,,,,,,,,,,,,,:state:application:default,,Categorical,Categorical data.,"A <em>categorical</em> property is one which can take on <em>one</em> or <em>more</em> of a <em>limited</em>, and usually <em>fixed</em>, <em>number of possible values</em>  from an <em>enumerated set</em> of <em>choices</em>.",,,,,,,
,terms/:kind:data:ordinal,:kind:data,:kind:data:ordinal,terms/:kind:data,ordinal,:kind:data:ordinal,kKindDataOrdinal,,ordinal,kKindDataOrdinal,,,kind,data,ordinal,,,,,,,,,,,,,,,:state:application:default,,Ordinal,Hierarchical or positional information.,"An <em>ordinal</em> property provides information on the <em>position</em> of an item in a <em>hierarchy</em> or <em>list</em>, such as a hierarchical level or sort order.",,,,,,,
,terms/:kind:data:discrete,:kind:data,:kind:data:discrete,terms/:kind:data,discrete,:kind:data:discrete,kKindDataDiscrete,,discrete,kKindDataDiscrete,,,kind,data,discrete,,,,,,,,,,,,,,,:state:application:default,,Discrete,Discrete data.,"A <em>discrete</em> property is one which may take an <em>indefinite number of values</em>, which <em>differentiates</em> it from a <em>categorical property</em>, and whose <em>values</em> are <em>not continuous</em>, which <em>differentiates</em> it from a <em>quantitative property</em>.",,,,,,,
,terms/:kind:data:quantitative,:kind:data,:kind:data:quantitative,terms/:kind:data,quantitative,:kind:data:quantitative,kKindDataQuantitative,,quantitative,kKindDataQuantitative,,,kind,data,quantitative,,,,,,,,,,,,,,,:state:application:default,,Quantitative,Quantitative data.,"A <em>quantitative</em> property is one whose type of information is based in <em>quantities</em> or else <em>quantifiable data</em>, these are in general <em>numerical values</em> which can be <em>aggregated in ranges</em>.",,,,,,,
,terms/:type:scalar,:type,:type:scalar,terms/:type,scalar,:type:scalar,kTypeScalar,,scalar,kTypeScalar,,,enumeration,type,scalar,,,,,,,,,,,,,,,:state:application:default,,Scalar type,Scalar data types.,,,,,,,,
,terms/:type:container,:type,:type:container,terms/:type,container,:type:container,kTypeContainer,,container,kTypeContainer,,,enumeration,type,container,,,,,,,,,,,,,,,:state:application:default,,Container type,Container data types.,,,,,,,,
,terms/:type:data,:type,:type:data,terms/:type,data,:type:data,kTypeData,,data,kTypeData,,,enumeration,type,data,,,,,,,,,,,,,,,:state:application:default,,Data type,Data types.,"This controlled vocabulary contains the list of all <em>base data types</em>, these correspond to the data types from which the value types are constituted.","A data type is an abstract definition for a data type, descriptors define a value type which is a hierarchy of data types.",,,,,,
,terms/:type:data:any,:type:data,:type:data:any,terms/:type:data,any,:type:data:any,kTypeDataAny,,any,kTypeDataAny,,,type,data,any,scalar,,,,,,,,,,,,,,:state:application:default,,Any,Any data type.,Data can be of <em>any type</em>.,,,,,:instance:type,,
,terms/:type:data:bool,:type:data,:type:data:bool,terms/:type:data,bool,:type:data:bool,kTypeDataBool,,bool,kTypeDataBool,,,type,data,boolean,scalar,,,,:rule:castBoolean,,,,,,,,,,:state:application:default,,Boolean,Boolean data type.,Data can be <em>true</em> or <em>false</em>.,,,,,:instance:type,,
,terms/:type:data:text,:type:data,:type:data:text,terms/:type:data,text,:type:data:text,kTypeDataText,,text,kTypeDataText,,,type,data,text,scalar,,,,:rule:castString,,,,,,,,,,:state:application:default,,Text,Text data type.,Data is a <em>text string</em>.,Text value types have the following modifiers:<ul><li><em>length</em>: minimum and maximum number of characters.<li><em>regex</em>: validating regular expression.<li><em>range</em>: minimum and maximum string value range.</ul>,,,,:instance:type,,
,terms/:type:data:numeric,:type:data,:type:data:numeric,terms/:type:data,numeric,:type:data:numeric,kTypeDataNumeric,,numeric,kTypeDataNumeric,,,type,data,numeric,scalar,,,,:rule:castNumber,,,,,,,,,,:state:application:default,,Numeric,Numeric data type.,Data represents a <em>numeric value</em>.,Numeric value types have the following modifiers:<ul><li><em>range</em>: the range to which a value must belong.<li><em>round</em>: the number of decimal positions.</ul>,,,,:instance:type,,
,terms/:type:data:list,:type:data,:type:data:list,terms/:type:data,list,:type:data:list,kTypeDataList,,list,kTypeDataList,,,type,data,array,container,,,,,,,,,,,,,,:state:application:default,,Array,Array data type.,Data is a <em>list<em> of values.,Array value types have the following modifiers:<ul><li><em>size</em>: minimum and maximum number of elements.</ul>,,,,:instance:type,,
,terms/:type:data:struct,:type:data,:type:data:struct,terms/:type:data,struct,:type:data:struct,kTypeDataStruct,,struct,kTypeDataStruct,,,type,data,structure,container,,,,,,,,,,,,,,:state:application:default,,Structure,Structured data type.,Data is an <em>object</em> whose properties <em>must be defined by descriptors</em>.,"Structures are objects containing a set of key/value pairs, the key corresponds to a descriptor and the value is the descriptor’s value. This data type should not have custom data validation fields, since its contents are expected to be standard descriptors. This data type <em>cannot feature the object's type <code>type-key</code> and <code>type-value</code> fields.",,,,:instance:type,,
,terms/:type:data:object,:type:data,:type:data:object,terms/:type:data,object,:type:data:object,kTypeDataObject,,object,kTypeDataObject,,,type,data,object,container,,,,,,,,,,,,,,:state:application:default,,Object,Generic structured data type.,Data is an <em>object</em> whose properties <em>can be of any type</em>.,"Structures are objects containing a set of key/value pairs, the key can be any string and must be unique within the object and the value can be of any type. This data type supports two validation fields: <code>type-key</code> and <code>type-value</code>, if provided, they respectively represent the key and value data types. Both fields are structures containing the type field that holds the data type, and an optional set of other fields that add options to the data types.",,,,:instance:type,,
✔︎,terms/:type:value,:type,:type:value,terms/:type,value,:type:value,kTypeValue,,value,kTypeValue,,,enumeration,type,value,,,,,,,,,,,,,,,:state:application:default,,Value type,Value data types.,This <em>controlled vocabulary</em> contains all the <em>types</em> that values associated with descriptors can take. Each value type is associated to a hierarchy of data or value types which together provide all the necessary information on the value format.,"A value type is a type associated with a descriptor, these types are constituted by a hierarchy of data types.",,,,,,
,terms/:type:value:set,:type:value,:type:value:set,terms/:type:value,set,:type:value:set,kTypeValueSet,,set,kTypeValueSet,,,type,data,array,container,set,,,,,,,,,,,,,:state:application:default,,Set,Set data type.,Data is a <em>list</em> of unique values.,Set value types have the following modifiers:<ul><li><em>size</em>: minimum and maximum number of elements.</ul>It is implied that the elements of a set must be unique.,,,,:instance:type,,
,terms/:type:value:ref,:type:value,:type:value:ref,terms/:type:value,ref,:type:value:ref,kTypeValueRef,,ref,kTypeValueRef,,,type,data,string,key,text,reference,,,,,,,,,,,,:state:application:default,,Reference,A string that references an object key field.,"The string references another pbject’s key field, <em>except its <code>_id</code> field</em>.","This type is used to collect reference-related validation options such as the list of enumerations or the collection in which to locate the referenced object. All types that reference <code>_key</code> or <code>gid</code> fields of other objects derive from this type. References to <code>_id</code> fields do not have options and are not in this type hierarchy. Since it is used as a base type, to inject validation options, this type cannot have default options.",,,,:instance:type,,
,terms/:type:value:hex,:type:value,:type:value:hex,terms/:type:value,hex,:type:value:hex,kTypeValueHex,,hex,kTypeValueHex,,,type,data,hexadecimal,text,,,,:rule:castHexadecimal,:rule:customHex,,,,,,,,,:state:application:default,,Hexadecimal,A hexadecimal number.,Values are <em>numbers</em> expressed in <em>hexadecimal notation</em>.,,,,,:instance:type,,
,terms/:type:value:url,:type:value,:type:value:url,terms/:type:value,url,:type:value:url,kTypeValueUrl,,url,kTypeValueUrl,,,type,data,URL,text,,,,,:rule:customUrl,,,,,,,,,:state:application:default,,URL,A link to an internet resource.,Values are <code>URL</code> <em>internet links</em>.,,,,,:instance:type,,
,terms/:type:value:xml,:type:value,:type:value:xml,terms/:type:value,xml,:type:value:xml,kTypeValueXml,,xml,kTypeValueXml,,,type,data,XML,text,,,,,,,,,,,,,,:state:application:default,,XML,XML code,Values are <em>text</em> formatted in <code>XML</code> notation.,,,,,:instance:type,,
,terms/:type:value:svg,:type:value,:type:value:svg,terms/:type:value,svg,:type:value:svg,kTypeValueSvg,,svg,kTypeValueSvg,,,type,data,SVG,image,text,,,,,,,,,,,,,:state:application:default,,SVG,Scalable Vector Graphics code.,"<em>Image</em> encoded in <em><a href='https://www.w3.org/Graphics/SVG/'>Scalable Vector Graphics</a></em> format, this type of image is <em>vector</em> based, so it <em>doesn&#39;t depend on resolution</em>.",,,,,:instance:type,,
,terms/:type:value:html,:type:value,:type:value:html,terms/:type:value,html,:type:value:html,kTypeValueHtml,,html,kTypeValueHtml,,,type,data,HTML,text,,,,,,,,,,,,,,:state:application:default,,HTML,HTML code.,Values are <em>text</em> formatted in <code>HTML</code> notation.,,,,,:instance:type,,
,terms/:type:value:str,:type:value,:type:value:str,terms/:type:value,str,:type:value:str,kTypeValueStr,,str,kTypeValueStr,,,type,data,string,text,,,,,,,,,1,254,TRUE,TRUE,,:state:application:default,,String,A short string of text.,Values are <em>strings</em> that <em>cannot exceed 255</em> <code>UTF-8</code> <em>characters</em>.,,,,,:instance:type,,
,terms/:type:value:key,:type:value,:type:value:key,terms/:type:value,key,:type:value:key,kTypeValueKey,,key,kTypeValueKey,,,type,data,string,key,text,,,,,,,,,,,,"/^[a-zA-Z0-9_\-+=$:;,.@()!*’'%\\\\]+$/",:state:application:default,,Key,A string that can be used as a record identifier.,"The string cannot contain spaces, it allows a subset of punctuation and it must be anon-empty and up to a length of 254 characters.",,,,,:instance:type,,
,terms/:type:value:lid,:type:value,:type:value:lid,terms/:type:value,lid,:type:value:lid,kTypeValueLid,,lid,kTypeValueLid,,,type,data,string,lid,text,,,,,,,,1,64,TRUE,TRUE,"/^[a-zA-Z0-9_\-+=$;,.@()!*’'%]+$/",:state:application:default,,Local identifier,A string that can be used as a local identifier.,"The string cannot contain spaces, it allows a subset of punctuation and it must be anon-empty and up to a length of 64 characters.",,,,,:instance:type,,
,terms/:type:value:var,:type:value,:type:value:var,terms/:type:value,var,:type:value:var,kTypeValueVar,,var,kTypeValueVar,,,type,data,string,variable,text,,,,,,,,1,64,TRUE,TRUE,/^[a-zA-Z0-9_]+$/,:state:application:default,,Variable,A string that can be used as a variable name.,"The string must be alphanumeric, non-empty and up to 64 characters long; it allows the use of underscores.",,,,,:instance:type,,
,terms/:type:value:date,:type:value,:type:value:date,terms/:type:value,date,:type:value:date,kTypeValueDate,,date,kTypeValueDate,,,type,data,date,text,,,,,:rule:customDate,,,,,,,,/(^\d{4}$)|(^\d{6}$)|(^\d{8}$)|(^\d{4}\/\d*$)|(^\d{4}\-\d*$)|(^\d{4}\/\d*\/\d*$)|(^\d{4}\-\d*\-\d*$)/,:state:application:default,,Date,"A date in which the day, or the day and month may be omitted.","Values are a date in <code>YYYYMMDD</code>, <code>YYYYMM</code>, or <code>YYYY</code> format.",,,,,:instance:type,,
,terms/:type:value:email,:type:value,:type:value:email,terms/:type:value,email,:type:value:email,kTypeValueEmail,,email,kTypeValueEmail,,,type,data,e-mail,text,,,,,:rule:customEmail,,,,,,,,,:state:application:default,,E-mail,E-mail address.,Values are <em>e-mail</em> addresses.,,,,,:instance:type,,
,terms/:type:value:ref:id,:type:value:ref,:type:value:ref:id,terms/:type:value:ref,id,:type:value:ref:id,kTypeValueRefId,,id,kTypeValueRefId,,,type,data,reference,id,scalar,,,,:rule:customIdReference,,,,,,,,,:state:application:default,,Object reference,Reference to a database document.,"This field contain the <em>reference</em> to a <em>document</em> in the <em>database</em>, it contains the <code>_id</code> of the requested document which can reside in any collection of the database.",Use this type when the value is an <code>_id</code>.,,,,:instance:type,,
,terms/:type:value:ref:key,:type:value:ref,:type:value:ref:key,terms/:type:value:ref,key,:type:value:ref:key,kTypeValueRefKey,,key,kTypeValueRefKey,,,type,data,reference,key,scalar,,,,:rule:customKeyReference,,,,,,,,,:state:application:default,,Document reference,Reference to a collection document.,"This field contain the <em>reference</em> to a <em>document</em> in a <em>collection</em>, it contains the <code>_key</code> of the requested document, the <em>collection is required</em>.",,,,,:instance:type,,
,terms/:type:value:ref:gid,:type:value:ref,:type:value:ref:gid,terms/:type:value:ref,gid,:type:value:ref:gid,kTypeValueRefGid,,gid,kTypeValueRefGid,,,type,data,reference,gid,scalar,,,,:rule:customGidReference,,,,,,,,,:state:application:default,,GID reference,Global identifier reference.,"This field contain the <em>reference</em> to a <em>document</em> in a <em>collection</em>, it contains the <code>gid</code> of the requested document, the <em>collection is required</em>.",,,,,:instance:type,,
,terms/:type:value:term,:type:value,:type:value:term,terms/:type:value,term,:type:value:term,kTypeValueTerm,,term,kTypeValueTerm,,,type,data,reference,term,,,,,,:collection:terms,,,,,,,,:state:application:default,,Term reference,Reference to a term stored in the database,"This is a <em>reference</em>, <code>_key</code>, to a <em>term</em> stored in the <em>database</em>, any object stored in the <code>terms</code> collection is valid.",,,,,:instance:type,,
,terms/:type:value:field,:type:value,:type:value:field,terms/:type:value,field,:type:value:field,kTypeValueField,,field,kTypeValueField,,,type,data,reference,descriptor,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Descriptor reference,Reference to a descriptor stored in the database,"This is a <em>reference</em>, <code>gid</code>, to a <em>descriptor</em> stored in the <em>database</em>, any object stored in the <code>descriptors</code> collection is valid.",,,,,:instance:type,,
,terms/:type:value:enum,:type:value,:type:value:enum,terms/:type:value,enum,:type:value:enum,kTypeValueEnum,,enum,kTypeValueEnum,,,type,data,reference,enumeration,set,,,,:rule:customInstance,,:instance:enumeration,,,,,,,:state:application:default,,,,,,,,,:instance:type,,
,terms/:type:value:int,:type:value,:type:value:int,terms/:type:value,int,:type:value:int,kTypeValueInt,,int,kTypeValueInt,,,type,data,number,numeric,integer,,,,:rule:customInt,,,,,,,,,:state:application:default,,Integer,An integer. number,Values are <em>numbers without decimal points</em>.,,,,,:instance:type,,
,terms/:type:value:stamp,:type:value,:type:value:stamp,terms/:type:value,stamp,:type:value:stamp,kTypeValueStamp,,stamp,kTypeValueStamp,,,type,data,timestamp,,,,,,:rule:customTimeStamp,,,,,,,,,:state:application:default,,Time stamp,Date and time stamp.,"Values represent a <em>specific date and time</em>, these are implemented as a <em>numeric timestamp</em> indicating the number of milliseconds elapsed since the <code>UNIX epoch</code>, <em>January 1st 1970 00:00:00.000 UTC.</em>",,,,,:instance:type,,
,terms/:type:value:size,:type:value,:type:value:size,terms/:type:value,size,:type:value:size,kTypeValueSize,,size,kTypeValueSize,,,type,data,array,size,,,,,:rule:customSizeRange,,,,,,,,,:state:application:default,,Size,A minimum and maximum number of elements.,"Values represent a <em>range</em> between a <em>minimum</em> and <em>maximum</em> bound in which it is possible to indicate whether the individual <em>bounds</em> are <em>included</em> or <em>excluded</em> from the range, this data type applies to elements count, thus its numeric values must be integers.","<p>This data type is implemented as an array of 4 elements:</p>
<ol>
<li>Minimum bound, of range, <code>integer</code>.</li>
<li>Maximum bound of range., <code>integer</code></li>
<li>Minimum bound included flag, <code>boolean</code>: <code>true</code> includes minimum, <code>false</code> excludes it.</li>
<li>Maximum bound included flag, <code>boolean</code>: <code>true</code> includes maximum, <code>false</code> excludes it.</li>
</ol>
",,,,:instance:type,,
,terms/:type:value:range,:type:value,:type:value:range,terms/:type:value,range,:type:value:range,kTypeValueRange,,range,kTypeValueRange,,,type,data,array,range,,,,,:rule:customRange,,,,,,,,,:state:application:default,,Range,A minimum and maximum range.,Values represent a <em>range</em> between a <em>minimum</em> and <em>maximum</em> bound in which it is possible to indicate whether the individual <em>bounds</em> are <em>included</em> or <em>excluded</em> from the range.,"<p>This data type is implemented as an array of 4 elements:</p>
<ol>
<li>Minimum bound, of range, <code>numeric</code>.</li>
<li>Maximum bound of range., <code>numeric</code></li>
<li>Minimum bound included flag, <code>boolean</code>: <code>true</code> includes minimum, <code>false</code> excludes it.</li>
<li>Maximum bound included flag, <code>boolean</code>: <code>true</code> includes maximum, <code>false</code> excludes it.</li>
</ol>
",,,,:instance:type,,
,terms/:type:value:str:set,:type:value:str,:type:value:str:set,terms/:type:value:str,set,:type:value:str:set,kTypeValueStrSet,,set,kTypeValueStrSet,,,type,data,string,set,array,,,,,,,,,,,,,:state:application:default,,Strings set,List of unique strings.,This is a <em>list</em> of <em>unique</em> strings.,,,,,:instance:type,,
