_key,_from,_to,predicate,level,order,branch
XXX,terms/:predicate:form-of,terms/:type:predicate:form,terms/:predicate:enum-of,,1,terms/:enum:predicate
XXX,terms/:predicate:field-of,terms/:type:predicate:form,terms/:predicate:enum-of,,2,terms/:enum:predicate
XXX,terms/:predicate:attribute-of,terms/:type:predicate:attribute,terms/:predicate:enum-of,,1,terms/:enum:predicate
XXX,terms/:predicate:shape,terms/:type:predicate:attribute,terms/:predicate:enum-of,,2,terms/:enum:predicate
XXX,terms/:predicate:type-of,terms/:type:predicate:function,terms/:predicate:enum-of,,1,terms/:enum:predicate
XXX,terms/:predicate:endorse,terms/:type:predicate:function,terms/:predicate:enum-of,,2,terms/:enum:predicate
XXX,terms/:predicate:instance,terms/:type:predicate:function,terms/:predicate:enum-of,,3,terms/:enum:predicate
XXX,terms/:predicate:instance-of,terms/:type:predicate:function,terms/:predicate:enum-of,,4,terms/:enum:predicate
XXX,terms/:predicate:used-by,terms/:type:predicate:function,terms/:predicate:enum-of,,5,terms/:enum:predicate
XXX,terms/:predicate:managed-by,terms/:type:predicate:function,terms/:predicate:enum-of,,6,terms/:enum:predicate
XXX,terms/STD:geo:neighbour,terms/:type:predicate:function,terms/:predicate:enum-of,,7,terms/:enum:predicate
XXX,terms/STD:geo:unit-of,terms/:type:predicate:function,terms/:predicate:enum-of,,8,terms/:enum:predicate
XXX,terms/:domain:dict,terms/:enum:class,terms/:predicate:category-of,,1,terms/:enum:class
XXX,terms/:domain:geo,terms/:enum:class,terms/:predicate:category-of,,2,terms/:enum:class
XXX,terms/:domain:auth,terms/:enum:class,terms/:predicate:category-of,,3,terms/:enum:class
XXX,terms/:domain:sys,terms/:enum:class,terms/:predicate:category-of,,4,terms/:enum:class
XXX,terms/:domain:study,terms/:enum:class,terms/:predicate:category-of,,5,terms/:enum:class
XXX,terms/:domain:dataset,terms/:enum:class,terms/:predicate:category-of,,6,terms/:enum:class
XXX,terms/:domain:survey,terms/:domain:dataset,terms/:predicate:category-of,,7,terms/:enum:class
XXX,terms/:collection:terms,terms/:domain:dict,terms/:predicate:category-of,,1,terms/:enum:class
XXX,terms/:collection:descriptors,terms/:domain:dict,terms/:predicate:category-of,,2,terms/:enum:class
XXX,terms/:collection:schemas,terms/:domain:dict,terms/:predicate:category-of,,3,terms/:enum:class
XXX,terms/:collection:toponyms,terms/:domain:geo,terms/:predicate:category-of,,1,terms/:enum:class
XXX,terms/:collection:shapes,terms/:domain:geo,terms/:predicate:category-of,,2,terms/:enum:class
XXX,terms/:collection:edges,terms/:domain:geo,terms/:predicate:category-of,,3,terms/:enum:class
XXX,terms/:collection:users,terms/:domain:auth,terms/:predicate:category-of,,1,terms/:enum:class
XXX,terms/:collection:groups,terms/:domain:auth,terms/:predicate:category-of,,2,terms/:enum:class
XXX,terms/:collection:sessions,terms/:domain:auth,terms/:predicate:category-of,,3,terms/:enum:class
XXX,terms/:collection:settings,terms/:domain:sys,terms/:predicate:category-of,,1,terms/:enum:class
XXX,terms/:collection:messages,terms/:domain:sys,terms/:predicate:category-of,,2,terms/:enum:class
XXX,terms/:collection:logs,terms/:domain:sys,terms/:predicate:category-of,,3,terms/:enum:class
XXX,terms/:collection:studies,terms/:domain:study,terms/:predicate:category-of,,1,terms/:enum:class
XXX,terms/:collection:annexes,terms/:domain:study,terms/:predicate:category-of,,2,terms/:enum:class
XXX,terms/:collection:links,terms/:domain:study,terms/:predicate:category-of,,3,terms/:enum:class
XXX,terms/:collection:smart,terms/:domain:survey,terms/:predicate:category-of,,1,terms/:enum:class
XXX,terms/:class:term,terms/:collection:terms,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:term:namespace,terms/:collection:terms,terms/:predicate:enum-of,,2,terms/:enum:class
XXX,terms/:class:term:template,terms/:collection:terms,terms/:predicate:enum-of,,3,terms/:enum:class
XXX,terms/:class:term:enumeration,terms/:collection:terms,terms/:predicate:enum-of,,4,terms/:enum:class
XXX,terms/:class:term:selection,terms/:collection:terms,terms/:predicate:enum-of,,5,terms/:enum:class
XXX,terms/:class:term:category,terms/:collection:terms,terms/:predicate:enum-of,,6,terms/:enum:class
XXX,terms/:class:term:collection,terms/:collection:terms,terms/:predicate:enum-of,,7,terms/:enum:class
XXX,terms/:class:term:instance,terms/:collection:terms,terms/:predicate:enum-of,,8,terms/:enum:class
XXX,terms/:class:term:type,terms/:collection:terms,terms/:predicate:enum-of,,9,terms/:enum:class
XXX,terms/:class:term:type:text,terms/:collection:terms,terms/:predicate:enum-of,,10,terms/:enum:class
XXX,terms/:class:term:type:quant,terms/:collection:terms,terms/:predicate:enum-of,,11,terms/:enum:class
XXX,terms/:class:term:predicate,terms/:collection:terms,terms/:predicate:enum-of,,12,terms/:enum:class
XXX,terms/:class:term:class,terms/:collection:terms,terms/:predicate:enum-of,,13,terms/:enum:class
XXX,terms/:class:term:struct,terms/:collection:terms,terms/:predicate:enum-of,,14,terms/:enum:class
XXX,terms/:class:term:form,terms/:collection:terms,terms/:predicate:enum-of,,15,terms/:enum:class
XXX,terms/:class:descriptor,terms/:collection:descriptors,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:descriptor:any,terms/:collection:descriptors,terms/:predicate:enum-of,,2,terms/:enum:class
XXX,terms/:class:descriptor:txt,terms/:collection:descriptors,terms/:predicate:enum-of,,3,terms/:enum:class
XXX,terms/:class:descriptor:key,terms/:collection:descriptors,terms/:predicate:enum-of,,4,terms/:enum:class
XXX,terms/:class:descriptor:iaddr,terms/:collection:descriptors,terms/:predicate:enum-of,,5,terms/:enum:class
XXX,terms/:class:descriptor:enc,terms/:collection:descriptors,terms/:predicate:enum-of,,6,terms/:enum:class
XXX,terms/:class:descriptor:hex,terms/:collection:descriptors,terms/:predicate:enum-of,,7,terms/:enum:class
XXX,terms/:class:descriptor:date,terms/:collection:descriptors,terms/:predicate:enum-of,,8,terms/:enum:class
XXX,terms/:class:descriptor:num,terms/:collection:descriptors,terms/:predicate:enum-of,,9,terms/:enum:class
XXX,terms/:class:descriptor:dec,terms/:collection:descriptors,terms/:predicate:enum-of,,10,terms/:enum:class
XXX,terms/:class:descriptor:range,terms/:collection:descriptors,terms/:predicate:enum-of,,11,terms/:enum:class
XXX,terms/:class:descriptor:ref,terms/:collection:descriptors,terms/:predicate:enum-of,,12,terms/:enum:class
XXX,terms/:class:descriptor:ref:term,terms/:collection:descriptors,terms/:predicate:enum-of,,13,terms/:enum:class
XXX,terms/:class:descriptor:ref:field,terms/:collection:descriptors,terms/:predicate:enum-of,,14,terms/:enum:class
XXX,terms/:class:descriptor:struct,terms/:collection:descriptors,terms/:predicate:enum-of,,15,terms/:enum:class
XXX,terms/:class:descriptor:map,terms/:collection:descriptors,terms/:predicate:enum-of,,16,terms/:enum:class
XXX,terms/:class:descriptor:map:text,terms/:collection:descriptors,terms/:predicate:enum-of,,17,terms/:enum:class
XXX,terms/:class:edge,terms/:collection:schemas,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:edge:attribute,terms/:collection:schemas,terms/:predicate:enum-of,,2,terms/:enum:class
XXX,terms/:class:edge:branch,terms/:collection:schemas,terms/:predicate:enum-of,,3,terms/:enum:class
XXX,terms/:class:edge,terms/:collection:edges,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:edge:attribute,terms/:collection:edges,terms/:predicate:enum-of,,2,terms/:enum:class
XXX,terms/:class:edge:branch,terms/:collection:edges,terms/:predicate:enum-of,,3,terms/:enum:class
XXX,terms/:class:edge,terms/:collection:links,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:edge:attribute,terms/:collection:links,terms/:predicate:enum-of,,2,terms/:enum:class
XXX,terms/:class:edge:branch,terms/:collection:links,terms/:predicate:enum-of,,3,terms/:enum:class
XXX,terms/:class:toponym,terms/:collection:toponyms,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:shape,terms/:collection:shapes,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:user,terms/:collection:users,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:user:group,terms/:collection:groups,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:setting,terms/:collection:settings,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:log,terms/:collection:logs,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:message,terms/:collection:messages,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:session,terms/:collection:sessions,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:study,terms/:collection:studies,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:annex,terms/:collection:annexes,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:class:smart,terms/:collection:smart,terms/:predicate:enum-of,,1,terms/:enum:class
XXX,terms/:kind:form:input,terms/:kind:form,terms/:predicate:enum-of,,1,terms/:kind:form
XXX,terms/:kind:form:output,terms/:kind:form,terms/:predicate:enum-of,,2,terms/:kind:form
XXX,terms/:kind:form:instance,terms/:kind:form,terms/:predicate:enum-of,,3,terms/:kind:form
XXX,terms/:kind:form:instances,terms/:kind:form,terms/:predicate:enum-of,,4,terms/:kind:form
XXX,terms/:kind:form:mixed,terms/:kind:form,terms/:predicate:enum-of,,5,terms/:kind:form
XXX,terms/:type:form:full,terms/:type:form,terms/:predicate:enum-of,,1,terms/:type:form
XXX,terms/:type:form:partial,terms/:type:form,terms/:predicate:enum-of,,2,terms/:type:form
XXX,terms/:type:form:card,terms/:type:form,terms/:predicate:enum-of,,3,terms/:type:form
XXX,terms/:type:form:line,terms/:type:form,terms/:predicate:enum-of,,4,terms/:type:form
XXX,terms/:type:form:point,terms/:type:form,terms/:predicate:enum-of,,5,terms/:type:form
XXX,terms/:domain:auth,terms/:enum:form,terms/:predicate:category-of,,1,terms/:enum:form
XXX,terms/:form:login,terms/:domain:auth,terms/:predicate:enum-of,,1,terms/:enum:form
XXX,terms/:collection:users,terms/:domain:auth,terms/:predicate:category-of,,1,terms/:enum:form
XXX,terms/:form:admin,terms/:collection:users,terms/:predicate:enum-of,,1,terms/:enum:form
XXX,terms/:form:signup,terms/:collection:users,terms/:predicate:enum-of,,2,terms/:enum:form
XXX,terms/:form:signin,terms/:collection:users,terms/:predicate:enum-of,,3,terms/:enum:form
XXX,terms/:form:credentials,terms/:collection:users,terms/:predicate:enum-of,,4,terms/:enum:form
XXX,terms/:kind:image:flag,terms/:kind:image,terms/:predicate:enum-of,,1,terms/:kind:image
XXX,terms/:type:image:thumb,terms/:type:image,terms/:predicate:enum-of,,1,terms/:type:image
XXX,terms/:type:image:tile,terms/:type:image,terms/:predicate:enum-of,,2,terms/:type:image
XXX,terms/:type:image:full,terms/:type:image,terms/:predicate:enum-of,,3,terms/:type:image
XXX,terms/:rank:system,terms/:enum:rank,terms/:predicate:enum-of,1,1,terms/:enum:rank
XXX,terms/:rank:default,terms/:enum:rank,terms/:predicate:enum-of,2,2,terms/:enum:rank
XXX,terms/:rank:standard,terms/:enum:rank,terms/:predicate:enum-of,3,3,terms/:enum:rank
XXX,terms/:rank:user,terms/:enum:rank,terms/:predicate:enum-of,4,4,terms/:enum:rank
XXX,terms/:rank:guest,terms/:enum:rank,terms/:predicate:enum-of,5,5,terms/:enum:rank
XXX,terms/:role:user,terms/:enum:role,terms/:predicate:enum-of,,1,terms/:enum:role
XXX,terms/:role:batch,terms/:enum:role,terms/:predicate:enum-of,,2,terms/:enum:role
XXX,terms/:role:upload,terms/:enum:role,terms/:predicate:enum-of,,3,terms/:enum:role
XXX,terms/:role:meta,terms/:enum:role,terms/:predicate:enum-of,,4,terms/:enum:role
XXX,terms/:role:clean,terms/:enum:role,terms/:predicate:enum-of,,5,terms/:enum:role
XXX,terms/:role:suggest,terms/:enum:role,terms/:predicate:enum-of,,6,terms/:enum:role
XXX,terms/:role:dict,terms/:enum:role,terms/:predicate:enum-of,,7,terms/:enum:role
XXX,terms/:role:commit,terms/:enum:role,terms/:predicate:enum-of,,8,terms/:enum:role
XXX,terms/:role:query,terms/:enum:role,terms/:predicate:enum-of,,9,terms/:enum:role
XXX,terms/:role:download,terms/:enum:role,terms/:predicate:enum-of,,10,terms/:enum:role
XXX,terms/:event:login,terms/:enum:event,terms/:predicate:enum-of,,,terms/:enum:event
XXX,terms/:event:success,terms/:enum:event:status,terms/:predicate:enum-of,,,terms/:enum:event:status
XXX,terms/:event:fail,terms/:enum:event:status,terms/:predicate:enum-of,,,terms/:enum:event:status
XXX,terms/:state:application:embedded,terms/:state:application,terms/:predicate:enum-of,1,1,terms/:state:application
XXX,terms/:state:application:default,terms/:state:application,terms/:predicate:enum-of,2,2,terms/:state:application
XXX,terms/:state:application:standard,terms/:state:application,terms/:predicate:enum-of,3,3,terms/:state:application
XXX,terms/:state:application:user,terms/:state:application,terms/:predicate:enum-of,4,4,terms/:state:application
XXX,terms/:state:status:pending,terms/:state:status,terms/:predicate:enum-of,1,1,terms/:state:status
XXX,terms/:state:status:proposed,terms/:state:status,terms/:predicate:enum-of,2,2,terms/:state:status
XXX,terms/:state:status:revised,terms/:state:status,terms/:predicate:enum-of,3,3,terms/:state:status
XXX,terms/:state:status:disabled,terms/:state:status,terms/:predicate:enum-of,4,4,terms/:state:status
XXX,terms/:state:access:private,terms/:state:access,terms/:predicate:enum-of,1,1,terms/:state:access
XXX,terms/:state:access:locked,terms/:state:access,terms/:predicate:enum-of,2,2,terms/:state:access
XXX,terms/:state:access:appendable,terms/:state:access,terms/:predicate:enum-of,3,3,terms/:state:access
XXX,terms/:state:access:protected,terms/:state:access,terms/:predicate:enum-of,4,4,terms/:state:access
XXX,terms/:state:usage:required,terms/:state:usage,terms/:predicate:enum-of,1,1,terms/:state:usage
XXX,terms/:state:usage:suggested,terms/:state:usage,terms/:predicate:enum-of,2,2,terms/:state:usage
XXX,terms/:state:usage:optional,terms/:state:usage,terms/:predicate:enum-of,3,3,terms/:state:usage
XXX,terms/:state:usage:proscribed,terms/:state:usage,terms/:predicate:enum-of,4,4,terms/:state:usage
XXX,terms/:state:interface:form,terms/:state:interface,terms/:predicate:category-of,,1,terms/:state:interface
XXX,terms/:state:interface:form:template,terms/:state:interface:form,terms/:predicate:enum-of,,1,terms/:state:interface
XXX,terms/:state:interface:form:group,terms/:state:interface:form,terms/:predicate:enum-of,,2,terms/:state:interface
XXX,terms/:state:interface:field,terms/:state:interface,terms/:predicate:category-of,,2,terms/:state:interface
XXX,terms/:state:interface:field:in,terms/:state:interface:field,terms/:predicate:enum-of,,1,terms/:state:interface
XXX,terms/:state:interface:field:in:out,terms/:state:interface:field,terms/:predicate:enum-of,,2,terms/:state:interface
XXX,terms/:state:interface:field:out,terms/:state:interface:field,terms/:predicate:enum-of,,3,terms/:state:interface
XXX,terms/:state:interface:field:comp,terms/:state:interface:field,terms/:predicate:enum-of,,4,terms/:state:interface
XXX,terms/:state:interface:field:comp:in,terms/:state:interface:field,terms/:predicate:enum-of,,5,terms/:state:interface
XXX,terms/:state:interface:field:hidden,terms/:state:interface:field,terms/:predicate:enum-of,,6,terms/:state:interface
XXX,terms/:type:attribute:shape,terms/:type:attribute,terms/:predicate:enum-of,,1,terms/:type:attribute
XXX,terms/:type:attribute:shape,terms/:enum:attribute,terms/:predicate:category-of,,2,terms/:enum:attribute
XXX,terms/:type:attribute:shape:point,terms/:type:attribute:shape,terms/:predicate:enum-of,,1,terms/:enum:attribute
XXX,terms/:type:attribute:shape:border,terms/:type:attribute:shape,terms/:predicate:enum-of,,2,terms/:enum:attribute
XXX,terms/:type:attribute:shape:low-res,terms/:type:attribute:shape,terms/:predicate:enum-of,,3,terms/:enum:attribute
XXX,terms/:type:traversal:is,terms/:type:traversal,terms/:predicate:enum-of,,1,terms/:type:traversal
XXX,terms/:type:traversal:has,terms/:type:traversal,terms/:predicate:enum-of,,2,terms/:type:traversal
XXX,terms/:type:traversal:same,terms/:type:traversal,terms/:predicate:enum-of,,3,terms/:type:traversal
XXX,terms/:rule:castString,terms/:enum:cast,terms/:predicate:enum-of,,,terms/:enum:cast
XXX,terms/:rule:castNumber,terms/:enum:cast,terms/:predicate:enum-of,,,terms/:enum:cast
XXX,terms/:rule:castBoolean,terms/:enum:cast,terms/:predicate:enum-of,,,terms/:enum:cast
XXX,terms/:rule:castHexadecimal,terms/:enum:cast,terms/:predicate:enum-of,,,terms/:enum:cast
XXX,terms/:rule:customUrl,terms/:enum:validate,terms/:predicate:enum-of,,1,terms/:enum:validate
XXX,terms/:rule:customEmail,terms/:enum:validate,terms/:predicate:enum-of,,2,terms/:enum:validate
XXX,terms/:rule:customHex,terms/:enum:validate,terms/:predicate:enum-of,,3,terms/:enum:validate
XXX,terms/:rule:customInt,terms/:enum:validate,terms/:predicate:enum-of,,4,terms/:enum:validate
XXX,terms/:rule:customDate,terms/:enum:validate,terms/:predicate:enum-of,,5,terms/:enum:validate
XXX,terms/:rule:customTimeStamp,terms/:enum:validate,terms/:predicate:enum-of,,6,terms/:enum:validate
XXX,terms/:rule:customRange,terms/:enum:validate,terms/:predicate:enum-of,,7,terms/:enum:validate
XXX,terms/:rule:customSizeRange,terms/:enum:validate,terms/:predicate:enum-of,,8,terms/:enum:validate
XXX,terms/:rule:customGeoJSON,terms/:enum:validate,terms/:predicate:enum-of,,9,terms/:enum:validate
XXX,terms/:rule:customIdReference,terms/:enum:validate,terms/:predicate:enum-of,,10,terms/:enum:validate
XXX,terms/:rule:customKeyReference,terms/:enum:validate,terms/:predicate:enum-of,,11,terms/:enum:validate
XXX,terms/:rule:customGidReference,terms/:enum:validate,terms/:predicate:enum-of,,12,terms/:enum:validate
XXX,terms/:rule:customInstance,terms/:enum:validate,terms/:predicate:enum-of,,13,terms/:enum:validate
XXX,terms/STD:avail:Y,terms/STD:avail,terms/:predicate:enum-of,1,1,terms/STD:avail
XXX,terms/STD:avail:N,terms/STD:avail,terms/:predicate:enum-of,1,2,terms/STD:avail
XXX,terms/STD:sex:M,terms/STD:sex,terms/:predicate:enum-of,,1,terms/STD:sex
XXX,terms/STD:sex:F,terms/STD:sex,terms/:predicate:enum-of,,2,terms/STD:sex
XXX,terms/STD:assert:Y,terms/STD:assert,terms/:predicate:enum-of,,1,terms/STD:assert
XXX,terms/STD:assert:N,terms/STD:assert,terms/:predicate:enum-of,,2,terms/STD:assert
XXX,terms/ISO:15924,terms/ISO,terms/:predicate:enum-of,,1,terms/ISO
XXX,terms/ISO:3166:1,terms/ISO,terms/:predicate:enum-of,,2,terms/ISO
XXX,terms/ISO:3166:2,terms/ISO,terms/:predicate:enum-of,,3,terms/ISO
XXX,terms/ISO:3166:3,terms/ISO,terms/:predicate:enum-of,,4,terms/ISO
XXX,terms/ISO:4217,terms/ISO,terms/:predicate:enum-of,,5,terms/ISO
XXX,terms/ISO:639:2,terms/ISO,terms/:predicate:enum-of,,6,terms/ISO
XXX,terms/ISO:639:3,terms/ISO,terms/:predicate:enum-of,,7,terms/ISO
XXX,terms/ISO:639:5,terms/ISO,terms/:predicate:enum-of,,8,terms/ISO
XXX,terms/ISO:639:scope:I,terms/ISO:639:scope,terms/:predicate:enum-of,,1,terms/ISO:639:scope
XXX,terms/ISO:639:scope:M,terms/ISO:639:scope,terms/:predicate:enum-of,,2,terms/ISO:639:scope
XXX,terms/ISO:639:scope:S,terms/ISO:639:scope,terms/:predicate:enum-of,,3,terms/ISO:639:scope
XXX,terms/ISO:639:type:A,terms/ISO:639:type,terms/:predicate:enum-of,,1,terms/ISO:639:type
XXX,terms/ISO:639:type:C,terms/ISO:639:type,terms/:predicate:enum-of,,2,terms/ISO:639:type
XXX,terms/ISO:639:type:E,terms/ISO:639:type,terms/:predicate:enum-of,,3,terms/ISO:639:type
XXX,terms/ISO:639:type:H,terms/ISO:639:type,terms/:predicate:enum-of,,4,terms/ISO:639:type
XXX,terms/ISO:639:type:L,terms/ISO:639:type,terms/:predicate:enum-of,,5,terms/ISO:639:type
XXX,terms/ISO:639:type:S,terms/ISO:639:type,terms/:predicate:enum-of,,6,terms/ISO:639:type
XXX,terms/WB:source,terms/WB,terms/:predicate:enum-of,,1,terms/WB
XXX,terms/WB:topic,terms/WB,terms/:predicate:enum-of,,2,terms/WB
XXX,terms/WB:indicator,terms/WB,terms/:predicate:enum-of,,3,terms/WB
XXX,terms/WB:income,terms/WB,terms/:predicate:enum-of,,4,terms/WB
XXX,terms/WB:lending,terms/WB,terms/:predicate:enum-of,,5,terms/WB
XXX,terms/WB:country,terms/WB,terms/:predicate:enum-of,,6,terms/WB
XXX,terms/WB:region,terms/WB,terms/:predicate:enum-of,,7,terms/WB
XXX,terms/GN:ntype:preferred,terms/GN:ntype,terms/:predicate:enum-of,,6,terms/GN:ntype
XXX,terms/GN:ntype:short,terms/GN:ntype,terms/:predicate:enum-of,,7,terms/GN:ntype
XXX,terms/GN:ntype:colloquial,terms/GN:ntype,terms/:predicate:enum-of,,8,terms/GN:ntype
XXX,terms/GN:ntype:historic,terms/GN:ntype,terms/:predicate:enum-of,,9,terms/GN:ntype
XXX,terms/GEOnet:RC,terms/GEOnet,terms/:predicate:enum-of,,1,terms/GEOnet
XXX,terms/GEOnet:FC,terms/GEOnet,terms/:predicate:enum-of,,2,terms/GEOnet
XXX,terms/GEOnet:NT,terms/GEOnet,terms/:predicate:enum-of,,3,terms/GEOnet
XXX,terms/GEOnet:DISPLAY,terms/GEOnet,terms/:predicate:enum-of,,4,terms/GEOnet
XXX,terms/GEOnet:RC:1,terms/GEOnet:RC,terms/:predicate:enum-of,,1,terms/GEOnet:RC
XXX,terms/GEOnet:RC:2,terms/GEOnet:RC,terms/:predicate:enum-of,,2,terms/GEOnet:RC
XXX,terms/GEOnet:RC:3,terms/GEOnet:RC,terms/:predicate:enum-of,,3,terms/GEOnet:RC
XXX,terms/GEOnet:RC:4,terms/GEOnet:RC,terms/:predicate:enum-of,,4,terms/GEOnet:RC
XXX,terms/GEOnet:RC:5,terms/GEOnet:RC,terms/:predicate:enum-of,,5,terms/GEOnet:RC
XXX,terms/GEOnet:RC:6,terms/GEOnet:RC,terms/:predicate:enum-of,,6,terms/GEOnet:RC
XXX,terms/GEOnet:DISPLAY:1,terms/GEOnet:DISPLAY,terms/:predicate:enum-of,,1,terms/GEOnet:DISPLAY
XXX,terms/GEOnet:DISPLAY:2,terms/GEOnet:DISPLAY,terms/:predicate:enum-of,,2,terms/GEOnet:DISPLAY
XXX,terms/GEOnet:DISPLAY:3,terms/GEOnet:DISPLAY,terms/:predicate:enum-of,,3,terms/GEOnet:DISPLAY
XXX,terms/GEOnet:DISPLAY:4,terms/GEOnet:DISPLAY,terms/:predicate:enum-of,,4,terms/GEOnet:DISPLAY
XXX,terms/GEOnet:DISPLAY:5,terms/GEOnet:DISPLAY,terms/:predicate:enum-of,,5,terms/GEOnet:DISPLAY
XXX,terms/GEOnet:DISPLAY:6,terms/GEOnet:DISPLAY,terms/:predicate:enum-of,,6,terms/GEOnet:DISPLAY
XXX,terms/GEOnet:DISPLAY:7,terms/GEOnet:DISPLAY,terms/:predicate:enum-of,,7,terms/GEOnet:DISPLAY
XXX,terms/GEOnet:DISPLAY:8,terms/GEOnet:DISPLAY,terms/:predicate:enum-of,,8,terms/GEOnet:DISPLAY
XXX,terms/GEOnet:DISPLAY:9,terms/GEOnet:DISPLAY,terms/:predicate:enum-of,,9,terms/GEOnet:DISPLAY
XXX,terms/SMART:OEDEMA:0,terms/SMART:OEDEMA,terms/:predicate:enum-of,,1,terms/SMART:OEDEMA
XXX,terms/SMART:OEDEMA:1,terms/SMART:OEDEMA,terms/:predicate:enum-of,,2,terms/SMART:OEDEMA
XXX,terms/SMART:OEDEMA:2,terms/SMART:OEDEMA,terms/:predicate:enum-of,,3,terms/SMART:OEDEMA
XXX,terms/SMART:OEDEMA:3,terms/SMART:OEDEMA,terms/:predicate:enum-of,,4,terms/SMART:OEDEMA
XXX,terms/SMART:MEASURE:L,terms/SMART:MEASURE,terms/:predicate:enum-of,,1,terms/SMART:MEASURE
XXX,terms/SMART:MEASURE:H,terms/SMART:MEASURE,terms/:predicate:enum-of,,2,terms/SMART:MEASURE
